,nonReportChem,Community,Facility,primary_naics,industry,num_reporting
7,MERCURY,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,6
0,MERCURY,0,REPUBLIC STEEL -  LACKAWANNA,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
1,MERCURY COMPOUNDS,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,6
2,MERCURY COMPOUNDS,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,6
3,MERCURY COMPOUNDS,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,6
4,MERCURY COMPOUNDS,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,6
5,MERCURY COMPOUNDS,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,6
6,MERCURY COMPOUNDS,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,6
7,MERCURY COMPOUNDS,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,6
0,MERCURY COMPOUNDS,0,REPUBLIC STEEL -  LACKAWANNA,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
1,METHANOL,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,4
9,METHANOL,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,4
10,METHANOL,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,4
3,METHANOL,0,SURPASS CHEMICAL CO INC,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,2
4,METHANOL,0,GERMANIUM CORP OF AMERICA,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,2
0,METHANOL,0,GLOBALFOUNDRIES FAB 8,334413,Semiconductor and Related Device Manufacturing ,1
2,METHANOL,0,ELECTRONIC DEVICES INC,334413,Semiconductor and Related Device Manufacturing ,1
5,METHANOL,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,1
6,METHANOL,0,SAFETY-KLEEN SYSTEMS (211808),562112,Hazardous Waste Collection ,1
7,METHANOL,0,SAFETY-KLEEN SYSTEMS (202802),562112,Hazardous Waste Collection ,1
8,METHANOL,0,SAFETY-KLEEN SYSTEMS (211801),562112,Hazardous Waste Collection ,1
0,METHYL ISOBUTYL KETONE,0,GLOBALFOUNDRIES FAB 8,334413,Semiconductor and Related Device Manufacturing ,1
1,METHYL ISOBUTYL KETONE,0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,1
2,METHYL ISOBUTYL KETONE,0,ELECTRONIC DEVICES INC,334413,Semiconductor and Related Device Manufacturing ,1
3,METHYL ISOBUTYL KETONE,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
4,METHYL ISOBUTYL KETONE,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
5,METHYL ISOBUTYL KETONE,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
6,METHYL ISOBUTYL KETONE,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,1
7,METHYL ISOBUTYL KETONE,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,1
8,METHYL ISOBUTYL KETONE,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
0,METHYL METHACRYLATE,0,PPG INDUSTRIES INC,325510,Paint and Coating Manufacturing,1
1,METHYL METHACRYLATE,0,KEMPER SYSTEM AMERICA INC,325510,Paint and Coating Manufacturing,1
0,"N,N-DIMETHYLANILINE",0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,1
1,"N,N-DIMETHYLANILINE",0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
2,"N,N-DIMETHYLANILINE",0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
3,"N,N-DIMETHYLANILINE",0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
4,"N,N-DIMETHYLANILINE",0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,1
5,"N,N-DIMETHYLANILINE",0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
3,N-BUTYL ALCOHOL,0,SENECA FOODS CORP CAN PLANT,332431,Metal Can Manufacturing ,3
0,N-BUTYL ALCOHOL,0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,2
1,N-BUTYL ALCOHOL,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,2
2,N-BUTYL ALCOHOL,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,2
4,N-BUTYL ALCOHOL,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,2
5,N-BUTYL ALCOHOL,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,2
0,N-METHYL-2-PYRROLIDONE,0,GLOBALFOUNDRIES FAB 8,334413,Semiconductor and Related Device Manufacturing ,1
1,N-METHYL-2-PYRROLIDONE,0,ELECTRONIC DEVICES INC,334413,Semiconductor and Related Device Manufacturing ,1
2,N-METHYL-2-PYRROLIDONE,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,1
3,NICKEL,0,ANOPLATE CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
9,NICKEL,0,"ASTRO ELECTROPLATING,INC",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
18,NICKEL,0,TRIPLE CITIES METAL FINISHING CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
20,NICKEL,0,JAMESTOWN ELECTRO PLATING WORKS INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
21,NICKEL,0,HARTCHROM INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
0,NICKEL,0,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,221112,Fossil Fuel Electric Power Generation ,1
1,NICKEL,0,I3 ELECTRONICS INC,334412,Bare Printed Circuit Board Manufacturing  ,1
2,NICKEL,0,CAYUGA OPERATING CO LLC,221112,Fossil Fuel Electric Power Generation ,1
4,NICKEL,0,ROCHESTER SILVER WORKS LLC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
5,NICKEL,0,SYRACUSE ENERGY CORP,221112,Fossil Fuel Electric Power Generation ,1
6,NICKEL,0,HUNTLEY GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
7,NICKEL,0,DUNKIRK STEAM STATION,221112,Fossil Fuel Electric Power Generation ,1
8,NICKEL,0,REVERE SMELTING & REFINING CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
10,NICKEL,0,AMES GOLDSMITH CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
11,NICKEL,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
12,NICKEL,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
13,NICKEL,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
14,NICKEL,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
15,NICKEL,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,1
16,NICKEL,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
17,NICKEL,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,1
19,NICKEL,0,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
3,NICKEL COMPOUNDS,0,ANOPLATE CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
9,NICKEL COMPOUNDS,0,"ASTRO ELECTROPLATING,INC",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
18,NICKEL COMPOUNDS,0,TRIPLE CITIES METAL FINISHING CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
20,NICKEL COMPOUNDS,0,JAMESTOWN ELECTRO PLATING WORKS INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
21,NICKEL COMPOUNDS,0,HARTCHROM INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",2
0,NICKEL COMPOUNDS,0,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,221112,Fossil Fuel Electric Power Generation ,1
1,NICKEL COMPOUNDS,0,I3 ELECTRONICS INC,334412,Bare Printed Circuit Board Manufacturing  ,1
2,NICKEL COMPOUNDS,0,CAYUGA OPERATING CO LLC,221112,Fossil Fuel Electric Power Generation ,1
4,NICKEL COMPOUNDS,0,ROCHESTER SILVER WORKS LLC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
5,NICKEL COMPOUNDS,0,SYRACUSE ENERGY CORP,221112,Fossil Fuel Electric Power Generation ,1
6,NICKEL COMPOUNDS,0,HUNTLEY GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
7,NICKEL COMPOUNDS,0,DUNKIRK STEAM STATION,221112,Fossil Fuel Electric Power Generation ,1
8,NICKEL COMPOUNDS,0,REVERE SMELTING & REFINING CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
10,NICKEL COMPOUNDS,0,AMES GOLDSMITH CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
11,NICKEL COMPOUNDS,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
12,NICKEL COMPOUNDS,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
13,NICKEL COMPOUNDS,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
14,NICKEL COMPOUNDS,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
15,NICKEL COMPOUNDS,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,1
16,NICKEL COMPOUNDS,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
17,NICKEL COMPOUNDS,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,1
19,NICKEL COMPOUNDS,0,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,NITRATE COMPOUNDS,0,IBM CORP,334413,Semiconductor and Related Device Manufacturing ,1
1,NITRATE COMPOUNDS,0,DU PONT NIAGARA FALLS PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
2,NITRATE COMPOUNDS,0,GLOBALFOUNDRIES FAB 8,334413,Semiconductor and Related Device Manufacturing ,1
3,NITRATE COMPOUNDS,0,PEROXYCHEM LLC,325180,Other Basic Inorganic Chemical Manufacturing ,1
4,NITRATE COMPOUNDS,0,"ASTRO ELECTROPLATING,INC",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
5,NITRATE COMPOUNDS,0,PRECIOUS PLATE INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
6,NITRATE COMPOUNDS,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
7,NITRATE COMPOUNDS,0,GENERAL SUPER PLATING CO,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
8,NITRATE COMPOUNDS,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
9,NITRATE COMPOUNDS,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
10,NITRATE COMPOUNDS,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
11,NITRATE COMPOUNDS,0,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
12,NITRATE COMPOUNDS,0,THATCHER CO OF NEW YORK,325180,Other Basic Inorganic Chemical Manufacturing ,1
13,NITRATE COMPOUNDS,0,AMSTERDAM PRINTING & LITHO,323111,Commercial Printing (except Screen and Books) ,1
14,NITRATE COMPOUNDS,0,TRIPLE CITIES METAL FINISHING CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
15,NITRATE COMPOUNDS,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,1
16,NITRATE COMPOUNDS,0,HAMMER PACKAGING CORP,323111,Commercial Printing (except Screen and Books) ,1
17,NITRATE COMPOUNDS,0,JAMESTOWN ELECTRO PLATING WORKS INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
18,NITRATE COMPOUNDS,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
19,NITRATE COMPOUNDS,0,HARTCHROM INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1
5,NITRIC ACID,0,PRECIOUS PLATE INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",4
23,NITRIC ACID,0,JAMESTOWN ELECTRO PLATING WORKS INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",4
29,NITRIC ACID,0,HARTCHROM INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",4
3,NITRIC ACID,0,REVERE SMELTING & REFINING CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",3
19,NITRIC ACID,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,3
26,NITRIC ACID,0,ALLVAC - LOCKPORT PLANT,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",3
0,NITRIC ACID,0,I3 ELECTRONICS INC,334412,Bare Printed Circuit Board Manufacturing  ,1
1,NITRIC ACID,0,DU PONT NIAGARA FALLS PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
2,NITRIC ACID,0,PEROXYCHEM LLC,325180,Other Basic Inorganic Chemical Manufacturing ,1
4,NITRIC ACID,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
6,NITRIC ACID,0,BONSAL AMERICAN INC,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,1
7,NITRIC ACID,0,BONSAL AMERICAN INC,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,1
8,NITRIC ACID,0,LOCKHEED MARTIN CORP,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",1
9,NITRIC ACID,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
10,NITRIC ACID,0,CHEMTRADE SOLUTIONS - SYRACUSE,325180,Other Basic Inorganic Chemical Manufacturing ,1
11,NITRIC ACID,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
12,NITRIC ACID,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
13,NITRIC ACID,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
14,NITRIC ACID,0,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
15,NITRIC ACID,0,QUAD/GRAPHICS INC,323111,Commercial Printing (except Screen and Books) ,1
16,NITRIC ACID,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
17,NITRIC ACID,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
18,NITRIC ACID,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
20,NITRIC ACID,0,HAMMER PACKAGING CORP,323111,Commercial Printing (except Screen and Books) ,1
21,NITRIC ACID,0,JCI JONES CHEMICALS INC,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
22,NITRIC ACID,0,JCI JONES CHEMICALS INC,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
24,NITRIC ACID,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
25,NITRIC ACID,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,1
27,NITRIC ACID,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
28,NITRIC ACID,0,RHI MONOFRAX LLC,327120,Clay Building Material and Refractories Manufacturing ,1
0,O-TOLUIDINE,0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,1
1,O-TOLUIDINE,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
2,O-TOLUIDINE,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
3,O-TOLUIDINE,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
4,O-TOLUIDINE,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
5,O-TOLUIDINE,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
0,O-XYLENE,0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,1
1,O-XYLENE,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
2,O-XYLENE,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
3,O-XYLENE,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
4,O-XYLENE,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
5,O-XYLENE,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
0,OZONE,0,ELECTRONIC DEVICES INC,334413,Semiconductor and Related Device Manufacturing ,2
1,OZONE,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,2
0,PERACETIC ACID,0,DU PONT NIAGARA FALLS PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
1,PERACETIC ACID,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
2,PERACETIC ACID,0,CHEMTRADE SOLUTIONS - SYRACUSE,325180,Other Basic Inorganic Chemical Manufacturing ,1
3,PERACETIC ACID,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
4,PERACETIC ACID,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
5,PERACETIC ACID,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
6,PERACETIC ACID,0,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
7,PERACETIC ACID,0,THATCHER CO OF NEW YORK,325180,Other Basic Inorganic Chemical Manufacturing ,1
8,PERACETIC ACID,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
0,PHENOL,0,FINCH PAPER  LLC,322121,Paper (except Newsprint) Mills ,2
1,PHENOL,0,ARCH CHEMICALS INC,325199,All Other Basic Organic Chemical Manufacturing ,2
2,PHENOL,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,2
5,PHENOL,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,2
6,PHENOL,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,2
7,PHENOL,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,2
3,PHENOL,0,BONSAL AMERICAN INC,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,1
4,PHENOL,0,BONSAL AMERICAN INC,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,1
20,POLYCYCLIC AROMATIC COMPOUNDS,0,KNOWLTON TECHNOLOGIES LLC,322121,Paper (except Newsprint) Mills ,2
0,POLYCYCLIC AROMATIC COMPOUNDS,0,SOMERSET OPERATING CO LLC,221112,Fossil Fuel Electric Power Generation ,1
1,POLYCYCLIC AROMATIC COMPOUNDS,0,CAYUGA OPERATING CO LLC,221112,Fossil Fuel Electric Power Generation ,1
2,POLYCYCLIC AROMATIC COMPOUNDS,0,GLOBALFOUNDRIES FAB 8,334413,Semiconductor and Related Device Manufacturing ,1
3,POLYCYCLIC AROMATIC COMPOUNDS,0,SYRACUSE ENERGY CORP,221112,Fossil Fuel Electric Power Generation ,1
4,POLYCYCLIC AROMATIC COMPOUNDS,0,PEROXYCHEM LLC,325180,Other Basic Inorganic Chemical Manufacturing ,1
5,POLYCYCLIC AROMATIC COMPOUNDS,0,HUNTLEY GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
6,POLYCYCLIC AROMATIC COMPOUNDS,0,DUNKIRK STEAM STATION,221112,Fossil Fuel Electric Power Generation ,1
7,POLYCYCLIC AROMATIC COMPOUNDS,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
8,POLYCYCLIC AROMATIC COMPOUNDS,0,ELECTRONIC DEVICES INC,334413,Semiconductor and Related Device Manufacturing ,1
9,POLYCYCLIC AROMATIC COMPOUNDS,0,CHEMTRADE SOLUTIONS - SYRACUSE,325180,Other Basic Inorganic Chemical Manufacturing ,1
10,POLYCYCLIC AROMATIC COMPOUNDS,0,CAITHNESS LONG ISLAND ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
11,POLYCYCLIC AROMATIC COMPOUNDS,0,INDECK-CORINTH ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
12,POLYCYCLIC AROMATIC COMPOUNDS,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
13,POLYCYCLIC AROMATIC COMPOUNDS,0,INDECK-OLEAN ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
14,POLYCYCLIC AROMATIC COMPOUNDS,0,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
15,POLYCYCLIC AROMATIC COMPOUNDS,0,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,Fossil Fuel Electric Power Generation ,1
16,POLYCYCLIC AROMATIC COMPOUNDS,0,GLENWOOD LANDING ENERGY CENTER,221112,Fossil Fuel Electric Power Generation ,1
17,POLYCYCLIC AROMATIC COMPOUNDS,0,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,221112,Fossil Fuel Electric Power Generation ,1
18,POLYCYCLIC AROMATIC COMPOUNDS,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
19,POLYCYCLIC AROMATIC COMPOUNDS,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
21,POLYCYCLIC AROMATIC COMPOUNDS,0,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
22,POLYCYCLIC AROMATIC COMPOUNDS,0,THATCHER CO OF NEW YORK,325180,Other Basic Inorganic Chemical Manufacturing ,1
23,POLYCYCLIC AROMATIC COMPOUNDS,0,TRUESENSE IMAGING INC,334413,Semiconductor and Related Device Manufacturing ,1
24,POLYCYCLIC AROMATIC COMPOUNDS,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
0,PYRIDINE,0,EVANS CHEMETICS LP,325199,All Other Basic Organic Chemical Manufacturing ,1
1,PYRIDINE,0,ISLECHEM LLC,325199,All Other Basic Organic Chemical Manufacturing ,1
2,PYRIDINE,0,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,325199,All Other Basic Organic Chemical Manufacturing ,1
3,PYRIDINE,0,UNITED BIOCHEMICALS,325199,All Other Basic Organic Chemical Manufacturing ,1
4,PYRIDINE,0,GOODYEAR TIRE & RUBBER CO,325199,All Other Basic Organic Chemical Manufacturing ,1
5,PYRIDINE,0,NIACET CORP,325199,All Other Basic Organic Chemical Manufacturing ,1
0,SILVER,0,REVERE SMELTING & REFINING CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",2
1,SILVER,0,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",2
2,SILVER,0,ALLVAC - LOCKPORT PLANT,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",2
0,SILVER COMPOUNDS,0,REVERE SMELTING & REFINING CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,SILVER COMPOUNDS,0,AMES GOLDSMITH CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,SILVER COMPOUNDS,0,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
3,SILVER COMPOUNDS,0,ALLVAC - LOCKPORT PLANT,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,SODIUM NITRITE,0,DU PONT NIAGARA FALLS PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
1,SODIUM NITRITE,0,PEROXYCHEM LLC,325180,Other Basic Inorganic Chemical Manufacturing ,1
2,SODIUM NITRITE,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
3,SODIUM NITRITE,0,SAINT GOBAIN CORP ADVA NCED CERAMICS,325180,Other Basic Inorganic Chemical Manufacturing ,1
4,SODIUM NITRITE,0,OLIN CORP,325180,Other Basic Inorganic Chemical Manufacturing ,1
5,SODIUM NITRITE,0,EVONIK INDUSTRIES,325180,Other Basic Inorganic Chemical Manufacturing ,1
6,SODIUM NITRITE,0,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
7,SODIUM NITRITE,0,THATCHER CO OF NEW YORK,325180,Other Basic Inorganic Chemical Manufacturing ,1
8,SODIUM NITRITE,0,VANCHLOR CO INC,325180,Other Basic Inorganic Chemical Manufacturing ,1
0,TETRACHLOROETHYLENE,0,DU PONT NIAGARA FALLS PLANT,325180,Other Basic Inorganic Chemical Manufacturing ,1
1,TETRACHLOROETHYLENE,0,PEROXYCHEM LLC,325180,Other Basic Inorganic Chemical Manufacturing ,1
2,TETRACHLOROETHYLENE,0,PVS CHEMICAL SOLUTIONS,325180,Other Basic Inorganic Chemical Manufacturing ,1
